"Common Name","Latin name#long","Location#long","Bio Profile#link#hidden","Photographer Name#long","Photographer URL#link#hidden","#img","#name","#href"
"Southern stingray","Dasyatis americana","Stingray City, Grand Cayman, Cayman Islands","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2628"
"Southern stingray","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2629"
"Southern stingray","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2630"
"Southern stingray: male pursuing female","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray: male pursuing female","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2631"
"Southern stingray tail spine","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray tail spine","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2108"
"Southern stingray","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2081"
"Southern stingray","Dasyatis americana","Grand Cayman Island , Caribbean Sea","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2082"
"Southern stingray","Dasyatis americana","Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2144"
"Southern stingray","Dasyatis americana","Belize","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2148"
"Southern stingray","Dasyatis americana","Cape Lookout North Carolina","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2306"
"Southern stingray","Dasyatis americana","Cape Lookout North Carolina","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2303"
"Southern stingray","Dasyatis americana","Gulf of Mexico, Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2304"
"Southern stingray","Dasyatis americana","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=6075"
"Southern Stingray","Dasyatis americana","Aquarium specimen","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Richard Bejarano","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Bejarano","default","Dasyatidae (Dasyatis americana) Southern Stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=6086"
"Southern stingray","Dasyatis americana","New Providence, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1703"
"Southern stingray","Dasyatis americana","New Providence, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1704"
"Southern stingray","Dasyatis americana","Conception Island, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1508"
"Southern stingray","Dasyatis americana","Highbourne Key, Bahamas","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","George Ryschkewitsch","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Ryschkewitsch","default","Dasyatidae (Dasyatis americana) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=1755"
"Southern stingray","Dasyatis americanus","St . Croix , U.S . Virgin Islands , Caribbean","http://www.flmnh.ufl.edu/fish/gallery/Descript/SouthernStingray/SouthernStingray.html","Becky Kelly","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Kelly","default","Dasyatidae (Dasyatis americanus) Southern stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=6271"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2679"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2680"
"Short-tail stingray","Dasyatis brevicaudata","Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2681"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2682"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2683"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2673"
"Short-tail stingray","Dasyatis brevicaudata","Phillip Bay, Victoria, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/ShorttailStingray/ShorttailStingray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis brevicaudata) Short-tail stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2674"
"Roughtail stingray with Cobia","Dasyatis centroura","St. Lucie County Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/RtailStingray/RtailStingray.html","David Snyder","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Snyder","default","Dasyatidae (Dasyatis centroura) Roughtail stingray with Cobia","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10075"
"Roughtail stingray with Cobia","Dasyatis centroura","St. Lucie County Florida","http://www.flmnh.ufl.edu/fish/gallery/Descript/RtailStingray/RtailStingray.html","David Snyder","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Snyder","default","Dasyatidae (Dasyatis centroura) Roughtail stingray with Cobia","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10076"
"Bluespotted stingray","Dasyatis kuhlii","Bali, Indonesia","http://www.flmnh.ufl.edu/fish/gallery/Descript/bluespottedsray/bluespottedsray.html","Patrice Marker","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Marker","default","Dasyatidae (Dasyatis kuhlii) Bluespotted stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=10560"
"Bluespotted stingray","Dasyatis kuhlii","Great Barrier Reef, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/bluespottedsray/bluespottedsray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis kuhlii) Bluespotted stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2616"
"Bluespotted stingray","Dasyatis kuhlii","N . Stradbroke Island, near Brisbane Queensland, Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/bluespottedsray/bluespottedsray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis kuhlii) Bluespotted stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=2574"
"Bluespotted stingray","Dasyatis kuhlii","Great Barrier Reef , Australia","http://www.flmnh.ufl.edu/fish/gallery/Descript/bluespottedsray/bluespottedsray.html","Doug Perrine","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Perrine","default","Dasyatidae (Dasyatis kuhlii) Bluespotted stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=3065"
"Daisy stingray","Dasyatis margarita","Dakar, Senegal","http://www.flmnh.ufl.edu/fish/gallery/Descript/DaisyStingray/DaisyStingray.html","George Burgess","http://www.flmnh.ufl.edu/fish/gallery/Gallery.htm#Burgess","default","Dasyatidae (Dasyatis margarita) Daisy stingray","http://www.flmnh.ufl.edu/fish/gallery/photoout.asp?id=5540"
